#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2024-10-20T23:47:44 [V7.33.3]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2024-10-20T23:47:44	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-sort=_r&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=J/AJ/152/50/table3&-order=I&LEDA=LEDA&-out=Dist&-out=e_DM&-out=HV&2M=2M&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.33.3	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_51520050
#Name: J/AJ/152/50
#Title: Cosmicflows-3 catalog (CF3) (Tully+, 2016)
#INFO	ivoid=ivo://cds.vizier/j/aj/152/50	    IVOID of underlying data collection
#INFO	creator=Tully R.B.	    First author or institution
#INFO	cites=bibcode:2016AJ....152...50T	    Article or Data origin sources
#INFO	editor=Astronomical Journal (AAS)	    Editor name (article)
#INFO	original_date=2016	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/AJ/152/50	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.51520050	    Dataset identifier that can be used for citation
#INFO	publication_date=2018-08-24	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_AJ_152_50_table3:
#Name: J/AJ/152/50/table3
#Title: Individual galaxy properties
#Column	Dist	(F6.2)	[0.05/517.7] Luminosity distance measurement for the individual galaxy (d) (1)	[ucd=pos.distance;pos.heliocentric]
#Column	e_DM	(F5.2)	[0.1/0.6] One standard deviation uncertainty in DM ({epsilon}_{mu}_) (2)	[ucd=stat.error]
#Column	HV	(I5)	[-376/34770] Heliocentric Velocity (V_h_)	[ucd=spect.dopplerVeloc;pos.heliocentric]
Dist	e_DM	HV
 12.42	 0.54	  839
 67.30	 0.40	 4524
 32.81	 0.54	 2102
130.62	 0.30	 7095
117.49	 0.40	 6459
 62.23	 0.40	 4053
189.67	 0.54	 8652
 24.55	 0.28	 1607
 56.75	 0.40	 4900
 26.67	 0.30	 1569
 49.89	 0.30	 3490
104.71	 0.40	 6214
 76.91	 0.40	 4868
 17.14	 0.30	 1566
 52.24	 0.40	 3718
 67.61	 0.40	 4721
 73.11	 0.40	 4088
 38.73	 0.30	 3700
 54.45	 0.40	 4292
 98.63	 0.40	 8384
 49.66	 0.40	 4641
 56.49	 0.40	 4717
 61.09	 0.40	 3387
111.69	 0.40	 6985
105.20	 0.50	 7801
 39.08	 0.30	 2674
102.80	 0.40	 6368
100.93	 0.40	 7038
163.68	 0.40	11978
 31.77	 0.15	 2678
 66.37	 0.40	 4724
 26.30	 0.30	 1598
 34.36	 0.30	 3640
 80.54	 0.50	 7464
108.14	 0.50	 7080
 68.87	 0.40	 4962
141.91	 0.30	 6857
172.19	 0.17	13003
119.67	 0.50	 7522
 64.57	 0.20	 4685
106.17	 0.50	 7627
110.15	 0.40	12012
131.83	 0.40	10216
 92.04	 0.40	 8102
 82.79	 0.40	 8003
 80.54	 0.40	 8661
172.98	 0.40	12180
 59.16	 0.28	 3540
 37.84	 0.30	 3513
124.17	 0.40	 8423
 28.58	 0.40	 2063
111.17	 0.40	 7613
 49.43	 0.30	 3592
 89.13	 0.40	12087
117.49	 0.40	13239
 70.79	 0.40	 4199
 37.33	 0.30	 2745
 39.63	 0.54	 3754
 57.54	 0.30	 4128
118.58	 0.40	 8762
 80.91	 0.50	 8785
146.55	 0.40	10869
123.59	 0.40	 8934
 59.43	 0.30	 4954
163.68	 0.40	 9062
 22.49	 0.40	 1609
150.66	 0.40	 7552
 48.75	 0.40	 2438
162.18	 0.50	11569
126.47	 0.40	 8609
161.44	 0.50	11344
161.44	 0.50	10967
164.44	 0.50	 9511
118.58	 0.40	 8033
131.83	 0.50	 9336
117.49	 0.50	 9611
 43.65	 0.40	 2620
 31.05	 0.40	 1510
106.66	 0.40	 7780
 44.67	 0.30	 4206
 73.79	 0.50	 8782
 93.76	 0.40	 6133
 36.14	 0.30	 2232
 60.53	 0.30	 3824
 47.86	 0.30	 4182
 31.48	 0.30	 3779
 45.08	 0.30	 3531
145.21	 0.40	10303
 80.54	 0.50	 8527
 16.83	 0.30	 1688
 88.31	 0.40	 6529
 59.98	 0.40	 2926
103.28	 0.40	 7236
 44.46	 0.30	 3557
 46.34	 0.50	 3240
 93.76	 0.40	 9070
 50.12	 0.40	 3042
 48.53	 0.30	 4382
 57.81	 0.40	 3632
 80.17	 0.40	 6058
 54.95	 0.24	 3763
128.82	 0.40	 8046
 48.53	 0.40	 4272
125.31	 0.50	 9389
 52.72	 0.50	 3680
 46.56	 0.24	 3402
110.66	 0.40	 6013
 77.27	 0.40	 3791
 36.81	 0.30	 4217
 26.30	 0.45	 3873
 71.12	 0.40	 3941
 63.39	 0.18	 4901
 39.08	 0.30	 3998
 53.46	 0.30	 3768
137.40	 0.50	 9411
 50.35	 0.40	 5972
 71.45	 0.50	 8527
140.60	 0.40	10538
 34.51	 0.54	 3611
 28.71	 0.54	 3525
 43.85	 0.40	 5108
  8.83	 0.18	  370
130.02	 0.40	 7876
151.36	 0.50	10458
109.14	 0.40	 5942
 83.18	 0.31	 7046
141.91	 0.40	 7873
 80.17	 0.40	 4936
115.88	 0.40	 8533
 86.30	 0.40	 5784
 40.36	 0.30	 3861
 53.21	 0.40	 3870
 48.08	 0.30	 3741
174.58	 0.40	12400
168.27	 0.50	11124
 68.23	 0.40	 3941
152.76	 0.40	 9766
 30.62	 0.40	 1689
189.67	 0.50	14096
187.07	 0.50	12143
188.80	 0.50	13586
185.35	 0.50	10462
187.07	 0.50	12341
188.80	 0.50	13419
187.93	 0.50	12749
119.12	 0.40	 9651
169.04	 0.40	12384
169.04	 0.50	12481
169.82	 0.50	13089
 17.14	 0.40	 2696
169.82	 0.50	12723
 65.77	 0.40	 5074
170.61	 0.50	13398
119.12	 0.40	 7666
100.93	 0.40	10228
 59.43	 0.40	 3896
 59.16	 0.40	 4973
119.67	 0.50	10185
153.46	 0.40	 9886
 97.27	 0.40	 8413
156.31	 0.40	12467
105.68	 0.50	12910
 40.36	 0.30	 2872
  2.21	 0.16	   62
 60.53	 0.40	 5273
 37.33	 0.40	 3768
 49.20	 0.40	 3475
140.60	 0.40	 5712
 77.98	 0.40	 6108
 78.70	 0.40	 4095
 47.42	 0.40	 4029
124.74	 0.40	 9307
167.49	 0.40	11393
 85.90	 0.40	 5183
 48.75	 0.40	 3573
 43.85	 0.30	 3524
 44.46	 0.17	 3488
  1.21	 0.12	 -184
 57.28	 0.40	 5144
 38.37	 0.50	 3367
 98.63	 0.40	 5307
 38.02	 0.40	 4675
219.79	 0.50	16217
114.29	 0.40	 7292
 84.33	 0.40	 5214
129.42	 0.30	 9181
 75.51	 0.40	 5457
 38.37	 0.50	 3104
 84.33	 0.40	 4212
 65.16	 0.50	 5274
 60.26	 0.50	 5167
 35.32	 0.30	 2696
 90.36	 0.50	 8245
141.91	 0.40	10752
 42.27	 0.40	 5491
 44.87	 0.40	 5179
 64.27	 0.30	 5099
107.65	 0.40	 8152
139.32	 0.50	10247
 81.28	 0.40	 7071
 53.95	 0.40	 5171
 14.32	 0.40	 2280
 23.66	 0.30	 1971
 37.15	 0.24	 3138
 79.80	 0.40	 5809
 34.51	 0.40	 3722
 81.66	 0.40	 5755
 79.43	 0.40	 6638
 52.24	 0.40	 5228
 38.90	 0.30	 3812
 52.72	 0.30	 4809
 83.18	 0.50	10318
 51.29	 0.50	 5246
 60.53	 0.40	 4203
 42.46	 0.30	 2214
 23.88	 0.40	 3032
 63.10	 0.40	 5164
131.22	 0.50	12240
151.36	 0.30	 8963
135.52	 0.40	 6711
 25.70	 0.30	 1479
 85.11	 0.40	 6157
 79.80	 0.40	 5230
 40.36	 0.50	 3227
 39.45	 0.30	 2194
 63.10	 0.30	 4971
  9.33	 0.30	  692
128.82	 0.30	 8856
 28.84	 0.30	 1568
 30.06	 0.30	 1550
 45.08	 0.40	 3969
 34.99	 0.30	 2610
 57.81	 0.50	 6783
156.31	 0.50	 8502
130.02	 0.40	 9349
 24.89	 0.54	 2681
101.39	 0.50	 9964
115.35	 0.50	 9345
 45.92	 0.30	 2839
178.65	 0.50	16002
139.32	 0.50	10752
 64.57	 0.40	 4806
 86.30	 0.40	 5261
 12.13	 0.54	  294
119.12	 0.44	 9250
153.46	 0.44	 9297
128.23	 0.44	10780
 68.87	 0.40	 6166
130.02	 0.44	 9255
124.17	 0.46	 9030
128.82	 0.44	 9506
 76.56	 0.50	 9528
147.91	 0.46	 8494
116.95	 0.46	 9272
 20.14	 0.30	 2016
 26.67	 0.54	 2042
 30.62	 0.30	 1860
140.60	 0.50	16395
 74.13	 0.40	 5103
 72.44	 0.40	 5660
101.86	 0.30	 7611
115.35	 0.40	 8928
 45.50	 0.40	 3273
136.77	 0.50	 6980
119.67	 0.50	 9922
 21.09	 0.50	 1857
157.04	 0.50	 8692
115.35	 0.46	 9399
118.58	 0.50	 8669
141.25	 0.40	 6779
 14.79	 0.54	  747
120.78	 0.50	11705
 84.33	 0.40	 6826
113.76	 0.40	 8319
119.67	 0.50	 9972
 93.33	 0.50	10239
236.59	 0.40	11877
128.82	 0.30	 9409
 67.30	 0.40	 6275
 34.20	 0.45	 2906
 80.54	 0.50	 6512
 86.70	 0.50	 8412
119.12	 0.50	 9594
112.20	 0.30	 7409
 56.49	 0.50	 4471
128.82	 0.40	10170
107.15	 0.40	 7440
103.75	 0.40	 7028
100.93	 0.50	 6824
 97.27	 0.50	 8672
187.07	 0.50	12545
  4.37	 0.20	  269
112.72	 0.50	 9987
165.96	 0.40	12521
144.54	 0.30	 8794
 13.68	 0.30	  750
 22.08	 0.30	 2114
177.83	 0.50	10742
 20.32	 0.28	 1704
177.01	 0.46	12270
109.14	 0.40	11570
 49.43	 0.40	 5390
182.81	 0.50	14745
179.47	 0.50	12151
 77.62	 0.50	 6866
 32.81	 0.54	 2081
174.58	 0.40	10120
111.69	 0.40	 7700
145.88	 0.50	10380
 46.13	 0.40	 4266
101.86	 0.31	 8402
 80.17	 0.50	 7888
202.30	 0.50	12558
 25.23	 0.30	 2927
188.80	 0.50	12615
 82.41	 0.40	 7344
 87.10	 0.46	 8792
103.28	 0.46	 8430
 58.34	 0.40	 4858
124.74	 0.50	11214
100.46	 0.46	 8956
106.17	 0.30	 9034
128.23	 0.50	 8389
120.78	 0.46	 8232
110.15	 0.50	 8489
121.90	 0.50	 8309
130.02	 0.50	 8136
121.90	 0.30	 9295
116.95	 0.35	 8651
 20.70	 0.54	 1899
 25.00	 0.45	 2960
135.52	 0.40	 9857
154.88	 0.46	 8217
 49.66	 0.50	 6757
137.40	 0.50	10580
134.28	 0.34	 7945
118.58	 0.50	 8896
115.35	 0.40	 8919
134.28	 0.50	10241
108.14	 0.50	 8955
112.20	 0.35	 8208
 99.08	 0.40	 7850
 68.55	 0.40	 5780
125.89	 0.30	11531
175.39	 0.50	11641
 65.77	 0.40	 5277
 62.52	 0.40	 5236
 38.19	 0.40	 5132
 71.45	 0.40	 5334
162.18	 0.50	 7996
146.55	 0.40	10375
 90.78	 0.50	 7555
190.55	 0.30	12343
168.27	 0.50	13941
120.23	 0.17	 8212
109.14	 0.40	 7473
 91.62	 0.50	 8634
 91.62	 0.50	 9053
 95.06	 0.40	 8109
 89.54	 0.30	 5794
128.82	 0.30	 9959
 91.20	 0.50	 8404
 53.95	 0.50	 7189
101.39	 0.46	 8278
111.17	 0.17	 8820
 64.86	 0.40	 5322
141.91	 0.40	 9271
116.41	 0.40	 8126
126.47	 0.50	 8857
  7.01	 0.20	  589
 55.21	 0.40	 5564
 44.87	 0.50	 4440
 84.33	 0.35	 8776
139.32	 0.40	 9024
 77.27	 0.50	 8645
111.69	 0.50	 8671
147.91	 0.40	11226
105.68	 0.54	 5836
288.40	 0.40	21462
100.93	 0.40	 7951
172.19	 0.50	11263
 95.06	 0.40	 5299
137.40	 0.50	 8832
 92.90	 0.40	 6383
 66.37	 0.16	 5224
 83.18	 0.50	 6946
134.90	 0.30	 7967
 87.90	 0.40	 5396
124.74	 0.40	11180
193.20	 0.50	14997
 63.97	 0.40	 5511
105.20	 0.20	 9091
 84.72	 0.50	 6476
 49.89	 0.40	 3925
148.59	 0.40	10780
136.14	 0.50	 9535
 16.44	 0.54	 1773
132.43	 0.40	 7894
139.96	 0.50	15175
 42.66	 0.40	 4877
127.06	 0.50	 8516
 67.30	 0.40	 4203
177.83	 0.40	11819
 99.54	 0.40	 6932
 83.18	 0.40	 6683
133.66	 0.40	 9057
 68.87	 0.50	 7344
156.31	 0.50	13123
149.28	 0.50	 8828
126.47	 0.50	14820
 48.08	 0.30	 1941
117.49	 0.30	 7906
129.42	 0.40	 7885
128.82	 0.40	10860
134.90	 0.50	 9376
 29.11	 0.30	 2456
 82.79	 0.20	 5404
175.39	 0.40	10534
124.74	 0.50	 9849
179.47	 0.40	11247
 47.42	 0.40	 4699
120.78	 0.31	 8864
119.67	 0.50	10088
  3.60	 0.13	  227
125.31	 0.40	 8083
114.82	 0.40	 8505
130.02	 0.40	 9032
146.55	 0.17	10206
106.66	 0.40	 6413
106.17	 0.40	 7645
 48.75	 0.24	 3342
 78.34	 0.40	 7014
 43.85	 0.54	 5029
 77.98	 0.40	 5746
153.46	 0.50	 8401
 58.34	 0.40	 3865
 76.21	 0.40	 5005
128.82	 0.40	 6631
 21.48	 0.54	 1752
134.90	 0.40	10406
172.19	 0.40	10657
130.02	 0.40	 7401
258.23	 0.50	16014
124.17	 0.50	11594
141.25	 0.50	11931
139.32	 0.50	11650
220.80	 0.40	11856
151.36	 0.50	12433
250.03	 0.50	14696
152.05	 0.50	13115
152.05	 0.50	12833
166.72	 0.20	11513
207.01	 0.40	13556
171.40	 0.50	12052
178.65	 0.40	14155
104.23	 0.50	 9180
138.04	 0.50	 6700
133.66	 0.40	 9519
 92.90	 0.50	 7288
257.04	 0.50	15330
185.35	 0.50	16312
163.68	 0.50	12315
106.17	 0.35	 7210
 95.06	 0.50	 6756
 80.17	 0.50	 8506
120.78	 0.50	 6614
 83.56	 0.50	 6850
114.82	 0.50	 7390
213.80	 0.50	15138
109.65	 0.50	 7303
 99.54	 0.50	 7065
 98.17	 0.50	 8408
248.89	 0.50	15876
149.28	 0.50	 7096
105.20	 0.50	 7483
102.80	 0.50	 7818
151.36	 0.50	12922
 94.19	 0.50	 6529
190.55	 0.40	13981
124.74	 0.50	 9407
201.37	 0.50	13291
199.53	 0.40	13555
186.21	 0.40	13375
183.65	 0.40	13306
172.98	 0.40	11812
202.30	 0.50	14037
177.83	 0.50	15086
 50.35	 0.50	 5292
 59.70	 0.46	 6298
 70.15	 0.50	 5582
 69.18	 0.17	 4761
174.58	 0.50	14843
173.78	 0.50	14002
174.58	 0.50	15013
173.78	 0.50	14129
172.98	 0.50	13664
174.58	 0.50	14826
107.15	 0.50	 7532
105.68	 0.50	 7905
 93.33	 0.46	 7594
 63.10	 0.40	 7825
174.58	 0.40	11170
 67.30	 0.40	 6205
122.46	 0.40	 7585
107.15	 0.50	 7340
 72.78	 0.40	 8349
 91.20	 0.40	 8266
 90.36	 0.46	 7213
 89.54	 0.50	 6843
152.05	 0.50	12499
153.46	 0.50	11582
104.23	 0.50	 5633
194.09	 0.40	12772
215.77	 0.40	15773
154.17	 0.40	12895
207.97	 0.50	 9690
168.27	 0.50	 9210
154.88	 0.50	 9917
175.39	 0.50	 9808
206.06	 0.50	 9722
158.49	 0.35	 9397
 93.33	 0.46	 8740
129.42	 0.30	 8198
101.39	 0.46	 8632
135.52	 0.50	 8840
120.23	 0.50	 6683
130.02	 0.46	 8637
113.76	 0.50	 8128
113.76	 0.50	 8750
124.74	 0.50	 8675
112.20	 0.50	 7748
 97.27	 0.50	 7892
103.28	 0.46	 9358
157.76	 0.46	 9933
112.72	 0.46	 8410
119.67	 0.50	 8663
109.65	 0.46	 8695
110.15	 0.46	 8143
107.15	 0.50	 9104
142.56	 0.50	10012
 92.90	 0.40	11716
133.05	 0.50	12607
235.50	 0.40	12568
199.53	 0.40	12004
172.98	 0.50	14339
190.55	 0.50	13854
187.93	 0.40	13009
328.10	 0.50	15079
149.28	 0.40	10870
136.77	 0.40	11024
107.15	 0.40	 8775
 79.80	 0.50	 9664
162.18	 0.50	 8572
 78.34	 0.50	 8780
118.58	 0.50	 7726
 87.90	 0.35	 7815
111.69	 0.50	 7562
 70.79	 0.50	 7842
 90.36	 0.50	 8352
 76.91	 0.35	 7808
114.29	 0.50	 8455
283.14	 0.50	13098
106.66	 0.50	 7230
129.42	 0.50	 7423
150.66	 0.50	12592
 74.13	 0.50	 6179
198.61	 0.50	12595
156.31	 0.50	12445
 87.90	 0.50	 6202
202.30	 0.50	12020
115.35	 0.50	11741
258.23	 0.50	14915
184.50	 0.50	11726
217.77	 0.50	11929
139.32	 0.50	11890
 95.94	 0.50	 7852
145.88	 0.50	13052
196.79	 0.50	13936
 89.13	 0.54	 6581
173.78	 0.50	13011
198.61	 0.50	15525
165.20	 0.50	11995
140.60	 0.50	14190
304.79	 0.40	16143
295.12	 0.50	15558
152.05	 0.50	15561
165.20	 0.50	15648
 95.50	 0.50	 9262
219.79	 0.40	13238
174.58	 0.50	13524
240.99	 0.50	12840
221.82	 0.40	17324
272.90	 0.40	15328
304.79	 0.40	19010
201.37	 0.50	12689
291.07	 0.20	19187
213.80	 0.50	12081
180.30	 0.50	11724
160.69	 0.50	11443
139.96	 0.50	11543
149.28	 0.50	11761
255.86	 0.50	15382
115.88	 0.50	11733
281.84	 0.50	10945
 82.04	 0.40	 5900
 63.97	 0.50	 3017
165.96	 0.50	11275
162.93	 0.50	10584
213.80	 0.50	11762
232.27	 0.50	11555
188.80	 0.50	11823
153.46	 0.40	12012
209.89	 0.40	12127
180.30	 0.40	11378
159.22	 0.50	12338
175.39	 0.40	12531
149.28	 0.40	11854
166.72	 0.40	12184
150.66	 0.40	10366
152.76	 0.40	12777
137.40	 0.54	 9294
189.67	 0.40	11330
 95.94	 0.50	 7709
108.64	 0.50	 7954
155.60	 0.17	11350
209.89	 0.50	13233
359.75	 0.50	14875
220.80	 0.50	12940
130.02	 0.50	 6581
225.94	 0.40	12965
 82.04	 0.50	 7320
178.65	 0.40	12571
191.43	 0.40	13964
181.97	 0.50	13821
 80.17	 0.46	 7804
125.31	 0.50	 7666
 75.86	 0.50	 8241
 94.19	 0.50	 7099
 55.98	 0.40	 8951
280.54	 0.50	14446
288.40	 0.50	14183
150.66	 0.40	10071
188.80	 0.40	12828
 90.36	 0.40	10137
157.76	 0.40	 9907
235.50	 0.50	13625
158.49	 0.40	10860
116.41	 0.40	11098
120.23	 0.40	10923
152.76	 0.40	15554
149.28	 0.40	10570
179.47	 0.40	10621
252.35	 0.50	15134
 99.54	 0.35	12199
189.67	 0.50	13134
172.19	 0.40	11895
214.78	 0.40	13523
231.21	 0.40	13747
204.17	 0.50	13244
300.61	 0.50	21198
200.45	 0.50	16668
201.37	 0.50	17583
199.53	 0.50	16504
207.97	 0.50	13734
229.09	 0.40	13951
193.20	 0.40	13748
207.01	 0.50	12916
207.01	 0.50	13219
207.97	 0.50	13603
232.27	 0.40	13503
130.02	 0.40	13342
158.49	 0.40	 9276
143.88	 0.50	 9554
159.96	 0.50	10076
158.49	 0.50	10211
230.14	 0.50	 9313
110.15	 0.50	 9740
145.88	 0.50	 9112
292.42	 0.40	22997
284.45	 0.40	19609
188.80	 0.40	18739
255.86	 0.40	16100
154.17	 0.40	14578
180.30	 0.40	14612
132.43	 0.40	 9589
148.59	 0.40	12483
191.43	 0.40	14498
183.65	 0.40	12787
146.55	 0.40	12729
200.45	 0.40	12648
186.21	 0.40	14192
179.47	 0.40	14369
223.87	 0.40	12558
310.46	 0.50	12103
213.80	 0.40	14760
128.82	 0.40	15301
219.79	 0.40	14814
183.65	 0.40	13106
300.61	 0.40	19848
300.61	 0.50	14318
334.19	 0.50	15118
162.93	 0.50	11958
145.88	 0.50	11978
174.58	 0.50	15712
157.04	 0.40	11597
244.34	 0.50	14558
115.88	 0.50	12284
213.80	 0.50	15280
225.94	 0.50	14298
163.68	 0.40	11550
326.59	 0.40	22259
125.31	 0.40	11495
187.07	 0.50	12346
187.07	 0.50	12534
188.80	 0.50	13366
107.15	 0.54	 8037
119.67	 0.50	10231
165.96	 0.30	 8743
131.83	 0.50	 9335
159.96	 0.46	 9562
137.40	 0.50	10121
121.90	 0.50	 8104
157.76	 0.50	 9906
149.97	 0.46	 8522
137.40	 0.46	 9587
141.25	 0.50	 9015
123.03	 0.50	 9761
144.54	 0.46	 8978
101.86	 0.46	 9668
112.20	 0.46	 9263
196.79	 0.50	 9940
123.03	 0.30	 8004
132.43	 0.50	 8997
104.71	 0.40	11103
175.39	 0.46	11892
159.22	 0.46	12568
163.68	 0.46	12364
244.34	 0.50	11960
181.13	 0.50	13583
168.27	 0.40	12353
181.13	 0.46	12272
179.47	 0.50	11749
207.01	 0.40	14922
 80.17	 0.50	 8014
220.80	 0.40	16806
134.90	 0.50	 8020
100.00	 0.40	10084
 90.78	 0.50	 8796
152.76	 0.46	 8366
145.88	 0.46	 8362
128.82	 0.46	 7498
158.49	 0.50	 9647
118.03	 0.46	 8231
121.90	 0.46	 9559
 72.78	 0.46	 8174
120.78	 0.50	 9554
 97.72	 0.50	 9687
136.14	 0.50	 9829
102.80	 0.50	 9274
116.41	 0.40	10310
109.65	 0.40	10400
155.60	 0.40	10198
154.88	 0.50	 9706
 50.82	 0.54	 2741
203.24	 0.50	 9951
  4.11	 0.54	  798
 42.27	 0.54	 4663
 46.13	 0.54	 3378
 43.65	 0.30	 2902
 31.33	 0.54	 3978
201.37	 0.50	 9146
 77.98	 0.34	 4239
 55.98	 0.34	 3979
 40.93	 0.46	 4184
 64.86	 0.34	 3900
 39.45	 0.50	 4114
 66.99	 0.46	 4012
 47.64	 0.40	 4049
 85.11	 0.54	 3749
  8.83	 0.20	  484
  9.29	 0.20	  497
 81.66	 0.40	 5194
180.30	 0.40	11300
 91.20	 0.40	 7134
105.20	 0.50	10134
 58.34	 0.50	 4106
 62.52	 0.50	 3636
 80.17	 0.50	 4469
173.78	 0.50	13345
158.49	 0.50	 9916
238.78	 0.50	15006
162.93	 0.50	16332
343.56	 0.50	15924
187.07	 0.50	15710
128.82	 0.50	 9688
130.02	 0.50	 9524
 99.54	 0.50	10484
144.54	 0.50	16273
159.22	 0.50	14003
  0.09	 0.20	  224
112.20	 0.50	13172
207.01	 0.50	15078
165.96	 0.35	14960
144.54	 0.50	14981
267.92	 0.50	13530
175.39	 0.50	12856
187.07	 0.35	13216
177.83	 0.50	16146
153.46	 0.50	14107
 54.95	 0.54	 6334
155.60	 0.50	13076
 78.70	 0.40	 4841
126.47	 0.40	 8425
 87.10	 0.40	 5626
 61.09	 0.40	 6689
105.68	 0.40	 7920
139.96	 0.40	 9472
202.30	 0.50	14260
119.12	 0.50	11847
123.03	 0.50	 4344
103.28	 0.50	 4208
 64.27	 0.50	 4752
 60.53	 0.46	 4166
 44.87	 0.50	 4103
 43.05	 0.46	 4190
 75.16	 0.34	 5214
 57.02	 0.50	 4505
 57.54	 0.34	 4687
 50.82	 0.50	 4440
 26.55	 0.54	 3166
 16.75	 0.40	 2120
 61.38	 0.54	 4317
 69.18	 0.54	 5511
 59.98	 0.20	 4523
 75.16	 0.30	 4954
 97.72	 0.40	 5044
 72.78	 0.40	 4570
136.14	 0.40	 9115
200.45	 0.40	20331
204.17	 0.40	16254
 38.73	 0.54	 2217
 98.63	 0.54	 6039
 50.82	 0.54	 2609
 51.76	 0.40	 4037
 82.04	 0.30	 5778
166.72	 0.54	10867
100.46	 0.54	 4771
108.64	 0.40	 6266
125.89	 0.40	 9043
159.22	 0.54	11725
100.46	 0.54	 7668
148.59	 0.54	 5890
 68.87	 0.54	 3935
111.69	 0.40	 7913
 80.17	 0.54	 6473
213.80	 0.50	 8812
 75.86	 0.54	 6788
 93.76	 0.40	 6662
238.78	 0.40	10055
 23.23	 0.54	 1698
 88.72	 0.30	 6379
 59.70	 0.54	 5801
 65.77	 0.54	 5555
216.77	 0.50	 9318
 85.11	 0.54	 4966
149.97	 0.54	10071
 73.79	 0.40	 4431
 59.98	 0.54	 5085
121.34	 0.54	 8485
 90.78	 0.54	 4382
 98.17	 0.54	 4284
 88.72	 0.54	 5605
101.86	 0.54	 5336
 71.78	 0.54	 6596
109.14	 0.30	 7313
 70.79	 0.54	 3287
145.21	 0.54	 9642
 95.50	 0.54	 6476
133.05	 0.54	 8654
175.39	 0.45	 7952
140.60	 0.30	 8134
115.88	 0.30	 6853
135.52	 0.30	 8544
219.79	 0.30	13676
 62.81	 0.54	 3869
 76.21	 0.30	 5311
100.00	 0.30	 6065
122.46	 0.54	 6412
 79.80	 0.54	 4163
 65.46	 0.54	 2547
106.66	 0.54	 5605
220.80	 0.30	11291
 55.21	 0.30	 4703
119.67	 0.40	 7642
196.79	 0.40	 8684
 95.94	 0.54	 5616
266.69	 0.40	16761
200.45	 0.40	 9146
108.14	 0.40	 6689
139.96	 0.40	 7438
115.35	 0.40	 5896
 89.95	 0.54	 4583
141.25	 0.40	 7658
 87.50	 0.40	 4330
251.19	 0.40	11735
 39.63	 0.54	 2532
 95.50	 0.40	 7140
 99.08	 0.40	 6617
109.65	 0.50	 9447
185.35	 0.40	11418
114.82	 0.40	10046
108.14	 0.40	 6321
150.66	 0.40	11075
 94.19	 0.40	 3310
114.29	 0.40	 6308
149.97	 0.40	 6936
222.84	 0.40	 9337
 87.90	 0.40	 7677
162.93	 0.40	 7594
 31.05	 0.40	 1245
112.20	 0.40	 6756
128.82	 0.50	13147
175.39	 0.40	11331
184.50	 0.40	 9921
 51.76	 0.54	 2330
198.61	 0.40	13018
161.44	 0.40	10835
186.21	 0.40	10378
248.89	 0.40	10606
120.78	 0.40	 9106
311.89	 0.40	18851
 87.10	 0.40	 4434
 77.27	 0.40	 5122
203.24	 0.54	10624
 88.31	 0.54	 6321
123.03	 0.54	 9059
116.95	 0.54	 6447
 77.98	 0.54	 6548
119.12	 0.54	 4758
 63.97	 0.54	 5297
 42.66	 0.54	 4896
 92.47	 0.54	 4899
107.15	 0.54	 4488
 34.67	 0.54	 3768
 99.54	 0.54	 5617
 62.23	 0.54	 3523
 27.42	 0.54	 1861
 74.13	 0.54	 3825
 88.31	 0.54	 5373
 90.36	 0.54	 7209
 52.72	 0.54	 2597
 89.13	 0.30	 6583
109.14	 0.40	 9810
114.82	 0.40	 7970
 17.62	 0.54	 1551
193.20	 0.40	11298
121.34	 0.40	 7633
 55.98	 0.54	 5077
 83.95	 0.40	 5928
 68.87	 0.54	 5213
 67.61	 0.30	 7166
 80.54	 0.40	 7142
115.88	 0.40	 9927
396.28	 0.50	15862
 31.05	 0.54	 3231
 74.13	 0.54	 5941
172.98	 0.40	10411
296.48	 0.50	16236
155.60	 0.40	11311
138.04	 0.40	 7495
107.65	 0.40	 8459
161.44	 0.40	 9990
135.52	 0.40	 8389
 92.90	 0.40	 7542
186.21	 0.17	13748
124.17	 0.40	 8981
 47.86	 0.30	 3476
210.86	 0.30	11281
194.98	 0.40	10371
102.80	 0.40	 6793
157.04	 0.40	10063
 70.79	 0.40	 6541
272.90	 0.50	16133
285.76	 0.50	17320
137.40	 0.35	 7129
 76.56	 0.50	 8011
366.44	 0.50	 9587
119.12	 0.50	 9988
207.01	 0.40	13107
175.39	 0.50	10875
 49.89	 0.35	 4685
